Date,Open,High,Low,Close
8/11/2020,47.45,47.45,47,47
8/12/2020,47.1,47.5,46.9,47.5
8/13/2020,47.7,47.95,47.5,47.95
8/14/2020,48.1,48.2,47.45,47.8
8/17/2020,46.9,47,46.5,47
8/18/2020,47.15,47.15,46.8,46.85
8/19/2020,46.9,47.05,46.65,46.85
8/20/2020,46.9,47.45,46.85,47.05
8/21/2020,47.25,47.5,47.2,47.4
8/24/2020,47.95,48.6,47.95,48.45
8/25/2020,48.6,48.9,48.55,48.85
8/26/2020,48.8,48.85,48.2,48.4
8/27/2020,48.25,50.1,48.25,49.85
8/28/2020,50.2,51,49.9,49.9
8/31/2020,49.9,50.3,49.35,49.5
9/1/2020,49.5,50.5,49.35,49.9
9/3/2020,50.4,50.5,49.9,50.4
9/4/2020,49.6,50,49.5,50
9/7/2020,49.95,50,48.5,48.5
9/8/2020,48.75,49.5,48.5,49.5
9/9/2020,48.65,49.5,48.65,49.2
9/10/2020,49.5,49.8,49.1,49.2
9/11/2020,49,49.2,48.85,49.15
9/14/2020,49.25,49.5,49.1,49.3
9/15/2020,49.5,50,49.3,50
9/16/2020,50,50.8,50,50.5
9/17/2020,50.3,50.5,49.9,50
9/18/2020,50.1,51.4,50.1,51.2
9/21/2020,51.2,51.7,51.2,51.2
9/22/2020,50.8,51.3,50.6,51.3
9/23/2020,51.3,51.5,50.8,51.1
9/24/2020,50.7,51,50.2,50.5
9/25/2020,50.7,50.8,50,50.8
9/28/2020,50.9,51.3,50.6,51.1
9/29/2020,51.4,51.4,50.3,50.6
9/30/2020,50.2,50.4,49.75,50
10/1/2020,50.2,50.8,50.2,50.8
10/2/2020,50.8,51.1,49.4,50.3
10/5/2020,50.4,50.8,49.9,50.5
10/6/2020,50.8,50.9,50.3,50.5
10/7/2020,50.5,50.7,50.2,50.4
10/8/2020,50.5,51.5,50.3,51.1
10/9/2020,51,51.2,50.8,50.8
10/12/2020,50.9,51.4,50.6,50.9
10/13/2020,50.9,51,50.5,50.7
10/14/2020,50.8,51.4,50.5,51
10/15/2020,51.2,51.4,50.7,51.2
10/16/2020,51.2,53.8,50.9,53.2
10/19/2020,53.6,53.8,53,53.3
10/20/2020,53.1,53.3,52.5,53.2
10/21/2020,53.2,54.5,52.8,52.8
10/22/2020,52.8,54,52.6,54
10/23/2020,54.2,54.5,53.5,53.9
10/26/2020,53.9,54.5,52.8,52.8
10/27/2020,52.9,53.2,52.1,52.1
10/28/2020,52,52.4,50.7,50.7
10/29/2020,50.4,51.3,50.2,50.9
10/30/2020,51.5,51.5,50.5,51.5
11/2/2020,51.5,51.7,51.2,51.7
11/3/2020,51.9,52.9,51.7,52.8
11/4/2020,53,53.3,52.5,53
11/5/2020,52.7,53.4,52,52
11/6/2020,52.4,52.8,52.1,52.4
11/9/2020,52.8,53.4,52.7,53.4
11/10/2020,54,54,53,53
11/11/2020,53.4,53.4,52.7,53
11/12/2020,53,53.5,52.9,53.5
11/13/2020,53.8,53.8,53.5,53.8
11/16/2020,54,54.4,53.3,53.3
11/17/2020,53.6,54.1,53,54
11/18/2020,54.3,54.3,53.7,54
11/19/2020,54.3,55.9,54,55.1
11/20/2020,55.1,55.9,55.1,55.2
11/23/2020,55.2,56.2,54.6,55.9
11/24/2020,55.9,56.5,55.1,55.6
11/25/2020,56.3,56.3,55.2,55.2
11/26/2020,55.3,56,54.8,55.7
11/27/2020,55.9,56.2,55.6,56.2
11/30/2020,56.7,56.7,55.4,55.4
12/1/2020,55,55.4,54.9,55.2
12/2/2020,55,55.7,55,55.6
12/3/2020,55.6,55.7,55.1,55.6
12/4/2020,55.4,55.9,55.4,55.7
12/7/2020,55.9,56,55.5,55.7
12/8/2020,55.7,56.6,55.5,56.2
12/9/2020,56.3,57.8,56.2,57.5
12/10/2020,57,57.7,56.5,56.5
12/11/2020,56.6,57,56.3,57
12/14/2020,57,57.9,56.9,57.2
12/15/2020,57.5,57.5,56.6,56.7
12/16/2020,57.2,57.5,57,57.1
12/17/2020,56.9,57,56,56.5
12/18/2020,56.5,57,56.5,56.9
12/21/2020,57.3,57.8,57.1,57.5
